id,date,type,city,state,ideology,group,description,image
14540,5/13/20,White Supremacist Propaganda,Muscatine,IA,Right Wing (White Supremacist),National Alliance,"National Alliance, a neo-Nazi group, distributed fliers that read: ""Send them back. They can't make white babies.""",https://www.adl.org/sites/default/files/2019-09/National%20Alliance%20Sept%202019%20Send%20them%20back%20New%20Orleans_sample.jpg
14541,5/13/20,White Supremacist Propaganda,Provo,UT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Reclaim America,"" ""One nation against invasion,"" and ""America is not for sale.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14542,5/13/20,White Supremacist Propaganda,Tyler,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""America is not for sale,"" ""Not stolen conquered,"" ""For the nation against the state,"" ""Reclaim America,"" ""Better dead than red,"" ""Revolution is tradition,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14543,5/13/20,White Supremacist Propaganda,Hanover,NH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at Dartmouth College that read: ""Life liberty victory,"" ""Better dead than red,"" ""America first,"" ""For the nation against the state,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14544,5/13/20,White Supremacist Propaganda,Lake Charles,LA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda at McNeese State University that read: ""America first"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14545,5/13/20,White Supremacist Propaganda,Lexington,KY,Right Wing (White Supremacist),Hundred Handers,"Hundred Handers, an international white supremacist sticker producer, distributed stickers that read: ""We owe them nothing"" and ""Your ancestors their blood their sweat their soil beneath you are you doing right by them?""",
14546,5/12/20,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, distributed propaganda featuring the group's logo and read: ""Anticapitalist Anticommunist,"" ""Nationalist Socialist Club 131,"" and ""Join the white boys club anti-communist anti-drug anti-capitalist.""",
14547,5/12/20,White Supremacist Propaganda,Worcester,MA,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, distributed propaganda featuring the group's logo and read: ""Anticapitalist Anticommunist"" and ""Nationalist Socialist Club 131.""",
14548,5/11/20,White Supremacist Propaganda,Burlington,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""United we stand.""",
14549,5/11/20,White Supremacist Propaganda,Winooski,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Patriotfront.us.""",
14235,5/10/20,Anti-Semitic Incident:Vandalism;White Supremacist Propaganda,Louisville,KY,Right Wing (White Supremacist),Hundred Handers,"Hundred Handers, an international white supremacist sticker producer, distributed stickers that read: ""We're more than a passport BLOOD & SOIL,"" ""Western civilization is white civilization,"" ""Nationalism is nature,"" ""Mass immigration is an attack on the working class,"" ""Import the third world become the third world,"" ""Stop watching porn,"" ""Isn't it time you took your own side,"" ""Your history built this world have no shame,"" and ""What is the Kalergi plan?""",
14550,5/10/20,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Hundred Handers,"Hundred Handers, an international white supremacist sticker producer, distributed stickers that read: ""White children are a minority now,"" ""Anti-Semitism is caused by Semitism,"" ""We're more than a passport BLOOD & SOIL,"" and ""LGBT so oppressed they enjoy global corporate sponsorship while being celebrated by our government who push their agenda on our children.""",
14551,5/10/20,White Supremacist Propaganda,Andover,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""America first,"" ""To ourselves and our prosperity,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14552,5/10/20,White Supremacist Propaganda,Atlanta,GA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""Life liberty victory,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14553,5/10/20,White Supremacist Propaganda,Avon,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory"" and ""America is not for sale.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14554,5/10/20,White Supremacist Propaganda,Baltimore,MD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Revolution is tradition"" and ""Reclaim America.""",
14555,5/10/20,White Supremacist Propaganda,Bay Village,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Reject poison,"" ""United we stand,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14556,5/10/20,White Supremacist Propaganda,Beaverton,OR,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""Life liberty victory,"" ""Reject poison,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14557,5/10/20,White Supremacist Propaganda,Bonney Lake,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""America is not for sale,"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14558,5/10/20,White Supremacist Propaganda,Council Bluffs,IA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""United we stand,"" ""To ourselves and our prosperity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14559,5/10/20,White Supremacist Propaganda,Covington,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Not stolen conquered,"" ""America is not for sale,"" ""To ourselves and our prosperity,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
14560,5/10/20,White Supremacist Propaganda,Cranbury,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14561,5/10/20,White Supremacist Propaganda,Custer,SD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""For the nation against the state,"" ""Life liberty victory,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-03/PF%20Better%20dead%20than%20red.jpg
14562,5/10/20,White Supremacist Propaganda,Dallas,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""One nation against invasion,"" and ""Better dead than red.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14563,5/10/20,White Supremacist Propaganda,Dekalb,IL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand,"" ""America is not for sale,"" ""Not stolen conquered,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14564,5/10/20,White Supremacist Propaganda,Encino,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""For the nation against the state,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14565,5/10/20,White Supremacist Propaganda,Fort Worth,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Reclaim America,"" ""America is not for sale,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14566,5/10/20,White Supremacist Propaganda,Garden City,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14567,5/10/20,White Supremacist Propaganda,Garland,TX,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand,"" ""Not stolen conquered,"" ""Life liberty victory,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14568,5/10/20,White Supremacist Propaganda,Harwich,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Our tradition is revolution,"" ""Life liberty victory,"" and ""Strong families make strong nations.""",
14569,5/10/20,White Supremacist Propaganda,Hayward,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, painted graffiti featuring the Patriot Front flag that read: ""Patriotfront.us.""",
14570,5/10/20,White Supremacist Propaganda,Liberty Lake,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""United we stand"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14571,5/10/20,White Supremacist Propaganda,Newport,KY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""United we stand,"" ""Better dead than red,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14572,5/10/20,White Supremacist Propaganda,Philadelphia,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Strong families make strong nations"" ""For the nation against the state,"" ""No more foreign wars,"" ""Not stolen conquered,"" ""Better dead than red,"" ""Reclaim America,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14573,5/10/20,White Supremacist Propaganda,Wall,SD,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Our tradition is revolution,"" ""Better dead than red,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14574,5/9/20,White Supremacist Propaganda,Auburn,NH,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, distributed propaganda featuring the group's logo and read: ""Anticapitalist Anticommunist.""",
14575,5/9/20,White Supremacist Propaganda,Manchester,NH,Right Wing (White Supremacist),Nationalist Socialist Club,"Nationalist Socialist Club, a white supremacist group, distributed propaganda featuring the group's logo and read: ""Anticapitalist"" and ""Anticommunist.""",
14576,5/9/20,White Supremacist Propaganda,Auburn,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""Our tradition is revolution,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
14577,5/9/20,White Supremacist Propaganda,Buckley,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Our tradition is revolution"" and ""Life liberty victory.""",
14578,5/9/20,White Supremacist Propaganda,Clinton,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""Our tradition is revolution,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14579,5/9/20,White Supremacist Propaganda,Enumclaw,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reject poison,"" ""For the nation against the state,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14580,5/9/20,White Supremacist Propaganda,Fairfax,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Our tradition is revolution,"" ""United we stand,"" ""America is not for sale,"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14581,5/9/20,White Supremacist Propaganda,Fayston,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""For the nation against the state,"" ""Revolution is tradition,"" and ""Life liberty victory.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14582,5/9/20,White Supremacist Propaganda,Fredericksburg,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""For the nation against the state,"" ""Life liberty victory,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14583,5/9/20,White Supremacist Propaganda,Lambertville,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
14584,5/9/20,White Supremacist Propaganda,Lebanon,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""For the nation against the state,"" ""Better dead than red,"" ""United we stand,"" and ""Not stolen conquered.""",https://www.adl.org/sites/default/files/2019-06/4.24.2019%20Patriot%20Front%20United%20we%20stand_sample.jpg
14585,5/9/20,White Supremacist Propaganda,Orange,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Our tradition is revolution"" and ""Life liberty victory.""",
14586,5/9/20,White Supremacist Propaganda,Princeton,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Blood & Soil"" and ""Western civilization is white civilization.""",https://www.adl.org/sites/default/files/2019-06/4.29.2019%20NJEHA%20Western%20Civilization%20is%20white%20civilization%20May_sample.jpg
14587,5/9/20,White Supremacist Propaganda,Renton,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Life liberty victory,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14588,5/9/20,White Supremacist Propaganda,Richmond,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory.""",
14589,5/9/20,White Supremacist Propaganda,Rocky Hill,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
14590,5/9/20,White Supremacist Propaganda,Roselle Park,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""It's time to put American first"" and ""Which way Western man?""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_which%20way%20western%20man_sample.jpg
14591,5/9/20,White Supremacist Propaganda,Tarzana,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""America is not for sale,"" and ""United we stand.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14592,5/9/20,White Supremacist Propaganda,Tysons,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Our tradition is revolution,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14593,5/9/20,White Supremacist Propaganda,Walnut Creek,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America is not for sale,"" ""Not stolen conquered,"" ""United we stand,"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14594,5/9/20,White Supremacist Propaganda,Walpack Township,NJ,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14595,5/9/20,White Supremacist Propaganda,Warren,VT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory,"" ""To ourselves and our posterity,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14596,5/9/20,White Supremacist Propaganda,Woodbridge,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""Not stolen conquered,"" and ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14597,5/9/20,White Supremacist Propaganda,Atlanta,GA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda at Georgia Tech that read: ""For the nation against the state"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14598,5/9/20,White Supremacist Propaganda,Coeur d'Alene,ID,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda at North Idaho College that read: ""America first.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14271,5/8/20,Terrorist Plot/Attack,Cleveland,OH,Right Wing (Anti-Government),,Christian Ferguson was arrested on federal kidnapping charges for an alleged plot to ambush and kill police officers and start an anti-government insurrection. Ferguson was reportedly trying to start his own militia group.,
14599,5/8/20,White Supremacist Propaganda,Akron,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""To ourselves and our posterity,"" ""Reclaim America,"" ""Life liberty victory,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20reclaim%20america_sample.jpg
14600,5/8/20,White Supremacist Propaganda,Allentown,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first,"" ""Better dead than red,"" ""For the nation against the state,"" ""Reclaim America,"" ""One nation against invasion,"" "" ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14601,5/8/20,White Supremacist Propaganda,Algona,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""America first"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14602,5/8/20,White Supremacist Propaganda,Amherst,MA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""To ourselves and our posterity,"" ""United we stand,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14603,5/8/20,White Supremacist Propaganda,Byram Township,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
14604,5/8/20,White Supremacist Propaganda,Chesapeake,VA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America.""",https://www.adl.org/sites/default/files/2019-03/PF%20reclaim%20America.jpg
14605,5/8/20,White Supremacist Propaganda,Coeur d'Alene,ID,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""For the nation against the state,"" ""United we stand,"" ""America is not for sale,"" ""Reclaim America,"" ""To ourselves and our posterity,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14606,5/8/20,White Supremacist Propaganda,Dayton,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Better%20dead%20than%20red%20sticker_sample.jpg
14607,5/8/20,White Supremacist Propaganda,Greenlawn,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""America first,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14608,5/8/20,White Supremacist Propaganda,Hopewell Township,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda in Harbourton.",
14609,5/8/20,White Supremacist Propaganda,Huntington,NY,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Our tradition is revolution,"" ""Life liberty victory,"" ""To ourselves and our posterity,"" and ""For the nation against the state.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14610,5/8/20,White Supremacist Propaganda,Lords Valley,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life of our nation liberty of our people victory of the American spirit,"" ""Reject poison,"" and ""To ourselves and our posterity.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Life%20of%20our%20nation_sample.jpg
14611,5/8/20,White Supremacist Propaganda,Minatare,NE,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Life liberty victory,"" ""To ourselves and our posterity,"" ""For the nation against the state,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14612,5/8/20,White Supremacist Propaganda,Oceanside,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory,"" ""Better dead than red,"" and ""Reject poison.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Reject%20poison_sample.jpg
14613,5/8/20,White Supremacist Propaganda,Phenix City,AL,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""For the nation against the state,"" ""To ourselves and our posterity,"" and ""No more foreign wars.""",https://www.adl.org/sites/default/files/2020-02/PF%20For%20the%20nation_sample.jpg
14614,5/8/20,White Supremacist Propaganda,San Marcos,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""To ourselves and our posterity"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2019-03/PF%20To%20ourselves%20and%20our%20posterity.jpg
14615,5/8/20,White Supremacist Propaganda,Thompson,CT,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory.""",
14616,5/8/20,White Supremacist Propaganda,San Francisco,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda on Treasure Island that read: ""Reclaim America,"" ""For the nation against the state,"" ""United we stand,"" and ""Revolution is tradition.""",https://www.adl.org/sites/default/files/2020-02/PF%20Revolution%20is%20tradition_sample.jpg
14617,5/8/20,White Supremacist Propaganda,Vista,CA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory,"" ""America is not for sale,"" and ""Our tradition is revolution.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14618,5/8/20,White Supremacist Propaganda,Woonsocket,RI,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed American flag themed stickers with the QR code for Patriot Front and propaganda that read: ""Life liberty victory.""",
14619,5/8/20,White Supremacist Propaganda,Wyncote,PA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""America first,"" ""Revolution is tradition,"" ""America is not for sale,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20America%20First_sample.jpg
14620,5/7/20,White Supremacist Propaganda,East Amwell Township,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda in Ringoes and Amwell Valley.",
14621,5/7/20,White Supremacist Propaganda,Selden,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda.",
14684,5/7/20,White Supremacist Propaganda,Maspeth,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Open borders is the virus.""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14237,5/6/20,Anti-Semitic Incident:Vandalism;White Supremacist Propaganda,Newton,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""(((MEDIA))) is the virus.""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14622,5/6/20,White Supremacist Propaganda,Andover,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Which way Western man?""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_which%20way%20western%20man_sample.jpg
14623,5/6/20,White Supremacist Propaganda,Black Diamond,WA,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Reclaim America,"" ""America is not for sale,"" ""Not stolen conquered,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2020-02/PF%20America%20is%20not%20for%20sale_sample.jpg
14624,5/6/20,White Supremacist Propaganda,Brookhaven,NY,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Reclaim America.""",
14625,5/6/20,White Supremacist Propaganda,Chester,NJ,Right Wing (White Supremacist),New Jersey European Heritage Association,"New Jersey European Heritage Association, an alt right group, distributed propaganda that read: ""Open borders is the virus.""",https://www.adl.org/sites/default/files/2020-04/NJEHA_march_is%20the%20virus_all%20four_sample.jpg
14626,5/6/20,White Supremacist Propaganda,Cincinnati,OH,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, distributed propaganda that read: ""Better dead than red,"" ""Not stolen conquered,"" and ""Patriotfront.us.""",https://www.adl.org/sites/default/files/2019-11/November%202019_PF%20Not%20stolen%20conquered%20sticker_sample.jpg
14627,5/6/20,White Supremacist Propaganda,Minneapolis,MN,Right Wing (White Supremacist),Patriot Front,"Patriot Front, an alt right group, dropped a banner from an overpass that read: ""Reclaim America.""",
